AREALAND,BASENAME,GEOID,POP100,percent_poverty,medianHouseholdIncome,percent_white,percent_POC,Uproduct,mean_expected_waitTime,mean_expected_waitTime_surge,mean_surge_multiplier,proportion,popDensity,percent_POC_zscore,percent_poverty_zscore,medianHouseholdIncome_zscore,proportion_zscore,mean_expected_waitTime_zscore,popDensity_zscore
171911,28.01,11001002801,3773,22.537142857142857,49296.0,35.943546551331664,42.636011837013434,uberX,235.03857844283377,302.44468429573664,1.6358337830544958,28.883173564024627,0.021947403016677233,-0.4447781953317223,0.18157760355404565,-0.602563432654753,1.4836912972544771,-0.6240152112184238,3.603069014497131
229694,28.02,11001002802,4277,15.196960607878424,55875.0,53.530932962005174,28.98348915854386,uberX,223.99164539336272,284.0288844621514,1.6266434262948168,31.066759495629302,0.01862042543557951,-0.8610742237079094,-0.3096408663822815,-0.44226202166429757,1.7685055236979959,-0.7954269448751703,2.8405607492731026
300647,29.0,11001002900,3962,10.579293344289235,81815.0,46.71322925225965,33.50451930977814,uberX,210.22563386834148,269.82044887780546,1.6369077306733069,31.092502132278828,0.013178245583691173,-0.7232178772690253,-0.6186636359630578,0.18978214934838117,1.771863243235309,-1.0090297512355861,1.5932703733243245
210638,30.0,11001003000,3398,26.39496717724289,64564.0,43.743169398907106,53.93442622950819,uberX,208.0597939741306,268.4917869586859,1.6361622697859537,31.120749748276666,0.016131942004766472,-0.10026420701500995,0.4397502885704964,-0.23054915343264124,1.77554769768377,-1.0426363974809354,2.2702265232029895
296909,31.0,11001003100,2885,10.52160953800298,71774.0,34.63487332339791,35.88673621460507,uberX,228.81426909654905,292.3814380418154,1.630239673635889,30.414889492051184,0.009716781909608669,-0.6505787423951447,-0.6225239421655199,-0.054873036508916735,1.683479398495588,-0.7205958323812939,0.7999393102428036
445441,32.0,11001003200,4913,13.55149989511223,68163.0,33.71679564944572,58.60698598619536,uberX,241.22866894197952,297.9973297730307,1.6213618157543355,29.049022649705243,0.011029519060885729,0.042212616856292545,-0.4197581177279612,-0.14285728868805253,1.5053236856852712,-0.5279655529830519,1.1008048566782376
442119,33.01,11001003301,3198,10.797438882421421,96136.0,43.56810244470314,44.81955762514552,uberX,247.9637798931971,308.22984244670994,1.5846153846153797,25.052240538657998,0.007233346678156786,-0.3781969882694949,-0.6040649361180415,0.5387221868608165,0.984006714026331,-0.4234589863777601,0.23076207836443005
204236,33.02,11001003302,2134,14.730381411661552,100395.0,33.976326172731255,57.95703638754932,uberX,207.76008656670274,259.1678129298487,1.5734525447042595,22.47642603184418,0.010448696605887306,0.022394196265954184,-0.34086520265713904,0.6424953605054965,0.6480324775184775,-1.0472868616474977,0.9676864596441699
917526,34.0,11001003400,4347,17.45607333842628,80789.0,24.357326478149098,68.95886889460155,uberX,248.62050290135397,310.9443954104148,1.5986172403648058,26.29787234042553,0.004737740401906867,0.35786473789476947,-0.15845689557221046,0.16478302369460288,1.1464796686826886,-0.41326882510346585,-0.34120462895484877
381868,35.0,11001003500,3740,25.159687721788504,68995.0,22.30288364589635,71.48618673119582,uberX,231.99566160520607,295.70012706480304,1.6232528589580633,30.48497056089247,0.009793960216619355,0.4349283255259185,0.35708311990273073,-0.12258509322611928,1.6926203647939455,-0.6712311804087181,0.817627766373677
305616,36.0,11001003600,4208,10.677749360613811,92139.0,51.814131126670915,39.27434754933164,uberX,185.3023040049482,240.26813880126184,1.6156940063091372,29.41085511056131,0.013768912622375791,-0.5472828770417895,-0.6120747786223794,0.4413328055370818,1.5525190036937282,-1.3957571045427342,1.7286450453844284
292371,37.0,11001003700,5763,17.798779287261272,68462.0,49.87535612535613,42.78846153846153,uberX,199.15397107725622,256.03782976605277,1.6261324041811804,31.07261619364318,0.0197112572724381,-0.4401296621093557,-0.1355223843968684,-0.13557196844392028,1.7692694372633806,-1.1808252083985755,3.0905679318582484
356113,38.0,11001003800,4614,10.552075176194204,89295.0,69.34220830070478,20.399373531714957,uberX,219.8499845344881,275.39894286433423,1.627384847722117,30.72223940612434,0.012956561540859222,-1.1228231566143827,-0.620485125734303,0.3720369835494157,1.7235683305395395,-0.8596917742951313,1.5424627225941179
379810,39.0,11001003900,4474,10.263335584064821,82188.0,77.64547292743204,17.70388676701865,uberX,323.62930766842595,376.3080061193269,1.6246812850586259,30.440856876746352,0.011779573997525078,-1.2050145919344841,-0.6398081092569599,0.19887052543888728,1.6868664328584997,0.7506188536817218,1.27270955835371
271210,40.01,11001004001,3745,2.939659618359979,109884.0,91.8863578192987,7.064243665216279,uberX,206.22273781902553,259.258114374034,1.6182122617207488,30.02320185614849,0.013808487887614764,-1.5294411664902228,-1.129921948398147,0.8737007243736271,1.6323899454026498,-1.0711414114030062,1.7377152798863373
194755,40.02,11001004002,2797,3.4482758620689653,91970.0,80.80341272662638,15.072875933167436,uberX,205.93039443155453,255.6065744847378,1.6063657709365955,29.644238205723124,0.014361633847654745,-1.2852400115541318,-1.0958844157408991,0.4372150158338766,1.5829601348401712,-1.075677610422687,1.8644905154040357
788998,41.0,11001004100,2708,5.968425105891413,125179.0,86.0536398467433,11.340996168582375,uberX,210.092771550058,255.14356648231376,1.5991659940812424,28.73598763045999,0.0034322013490528493,-1.3990333932581769,-0.9272314022975734,1.2463728753234697,1.4644932216464464,-1.0110913334152407,-0.6404204469482728
204529,42.01,11001004201,3342,5.660895850508382,97813.0,82.6743547501373,13.179571663920923,uberX,196.67980523997218,243.0118890356671,1.6051783355349978,29.252647036092434,0.01633998112737069,-1.3429711039212573,-0.9478118245759233,0.5795833308387757,1.531883264245701,-1.2192160498768316,2.3179069017474494
207646,42.02,11001004202,2771,8.364591147786946,88750.0,81.08695652173913,12.5,uberX,194.31465017394666,237.69413003421954,1.6058436430639575,29.369926555856203,0.01334482725407665,-1.3636927677009063,-0.7668755723137523,0.35875772089706764,1.547180521484686,-1.255915406016578,1.6314491399097732
236694,43.0,11001004300,3255,10.140764148233266,81034.0,64.40677966101694,28.411376041367426,uberX,180.56586270871986,233.65171503957782,1.6048812664907566,29.298082869511443,0.013751932875358057,-0.8785192354520077,-0.648010814737891,0.17075260048327312,1.5378096496289142,-1.469250952139537,1.7247534659773427
521740,44.0,11001004400,4572,12.939268336637234,133269.0,68.44284428442845,25.562556255625562,uberX,174.01391035548687,237.72908366533864,1.6081388730791002,27.15610510046368,0.008762985395024342,-0.9653861383895959,-0.4607297774481211,1.443490737447316,1.2584225494829506,-1.5709155052489487,0.5813391820530438
437142,46.0,11001004600,3028,14.177823549605218,91750.0,34.09634437991117,61.769730099077556,uberX,204.2374584525006,248.43581445523193,1.5685364976627068,21.496482955863026,0.006926810967603204,0.13865177641465026,-0.3778433890744859,0.4318545795338462,0.5202144122412625,-1.1019463575799273,0.16050731794422127
324650,47.01,11001004701,3986,26.16118503640472,25577.0,19.432588501129803,76.2992719055988,uberX,194.7333436388932,243.96836808051762,1.5670021567217776,21.50255062606276,0.012277837671338365,0.5816900844717662,0.4241051585694705,-1.18049156265667,0.521005843789359,-1.249418673178981,1.3869063511731445
326358,47.02,11001004702,1802,17.419038272816486,79833.0,49.58424507658643,49.540481400437635,uberX,161.4375144910735,215.6432521220408,1.57058171745152,20.92511013215859,0.005521543826105074,-0.2342454370283341,-0.16093535014527735,0.14148949140901612,0.4456878701717058,-1.7660594251603539,-0.1615651289300743
317491,48.01,11001004801,2143,11.778507742843736,99808.0,37.83910196445276,58.23199251637043,uberX,181.60507190351012,238.31741140215718,1.5893682588597733,25.088912942631826,0.006749797632058862,0.030778225144839036,-0.5384100071049206,0.6281927418322335,0.9887900487320801,-1.4531258748069138,0.1199377234346901
286804,48.02,11001004802,2922,22.17139371759683,75125.0,29.640808934500452,63.11500150920616,uberX,184.94821456175606,238.81207400194742,1.5836092177864245,23.813572422321844,0.010188142424791843,0.1796721180990304,0.1571009997576845,0.026776154588364937,0.8224420619243306,-1.4012513973980734,0.9079701820976236
271887,49.01,11001004901,2087,25.09061619009263,54531.0,46.67727815360128,47.2741742936729,uberX,191.79499072356217,250.23228462216994,1.5900617465451288,26.290970933828078,0.007675983037070548,-0.3033502222644533,0.35246072621227337,-0.4750094143335744,1.1455794894165667,-1.295012157366555,0.33220967575071964
263885,49.02,11001004902,2690,14.961776483436475,97813.0,60.52917723812976,34.90395070677782,uberX,165.70810476705554,215.52656104380242,1.5874184529356865,24.87058641736846,0.010193834435454838,-0.6805460761465377,-0.3253798196995872,0.5795833308387757,0.9603128088373855,-1.6997940391328015,0.9092747310675161
204438,50.01,11001005001,1955,6.229036895064686,132232.0,58.93881453154876,26.529636711281068,uberX,165.275846082522,213.58640226628896,1.5975070821529644,27.2755370112811,0.009562801436132225,-0.9358976868930443,-0.9097907829808128,1.4182235899785363,1.2740005520702529,-1.7065012591523547,0.7646486054373454
233824,50.02,11001005002,6021,15.787700084245998,76507.0,54.92839090143218,25.408593091828134,uberX,153.37300054091648,202.46039142590865,1.587232059645845,24.87443010586508,0.02575013685507048,-0.9700808204725035,-0.27010749624813446,0.06044944080037427,0.9608141571699652,-1.8911939137197482,4.474615609429469
339712,52.01,11001005201,6077,9.030042918454935,101789.0,78.95278969957081,12.068669527896995,uberX,176.45722235103176,231.51601020119014,1.5967979597619635,27.27413246773321,0.017888682177844763,-1.3768450009315663,-0.7223423183013323,0.6764610341520529,1.273817351593318,-1.5330034129836003,2.6728528917826404
286399,53.01,11001005301,5051,7.813688212927756,95078.0,80.8450170519136,13.319439181508146,uberX,204.01113344672956,248.03201766491858,1.6000828043058126,28.011442709138706,0.017636234763389536,-1.3387062296967875,-0.803743007965242,0.5129433613815793,1.3699878036077564,-1.1054581704455755,2.6149945998752346
629386,55.0,11001005500,6671,15.864158163265307,90645.0,76.44437615242778,17.670559311616472,uberX,236.8516228748068,268.22234762979684,1.5955135440180535,27.387944358578054,0.0105992189212979,-1.206030820777062,-0.2649907812518686,0.4049305699359661,1.288662311519959,-0.5958827795390186,1.002184590997182
464182,56.0,11001005600,6756,17.511804557585712,70977.0,74.06206577119036,20.379805465493284,uberX,211.17997063596323,256.06694560669456,1.5784518828451817,25.85580712464261,0.014554635897126559,-1.1234198308293195,-0.15472726008449128,-0.07429243528675424,1.0888192575907953,-0.9942216122618234,1.9087245549610072
910426,58.0,11001005800,2830,13.904338153503893,122500.0,61.883574341861326,30.552465702632553,uberX,157.3829030762096,213.2007233273056,1.5691139240506278,21.37115473798114,0.003108434952428863,-0.8132326108937759,-0.39614553379797496,1.1810973805608267,0.5038673297147954,-1.828973536146075,-0.71462429936682
642060,59.0,11001005900,2998,18.14516129032258,95714.0,59.447913243509696,33.81531383503122,uberX,163.02000463427822,214.94262295081967,1.5529508196721307,18.846064725419016,0.004669345544030153,-0.7137410553254911,-0.11234186492484759,0.5284398954125763,0.17450930069524423,-1.7415044307807668,-0.35688001093701716
6586936,62.02,11001006202,33,,,,,uberX,276.26463051799453,337.80774132570275,1.517142151414106,12.54754258644214,5.009916598552043e-06,,,,-0.6470332293171958,0.01567627839053885,-1.4258966727571478
688026,64.0,11001006400,2139,46.97885196374622,19933.0,5.186304128902316,93.55488418932526,uberX,266.00077549437765,326.85851318944844,1.4705835331734656,9.701434664598683,0.0031088941406284066,1.1078523938186808,1.8172616427586108,-1.318011119371996,-1.018262964040258,-0.14358468351815284,-0.7145190582616696
504908,65.0,11001006500,2531,5.453788509575354,128654.0,87.28778467908903,10.144927536231885,uberX,219.253073532823,279.1547749725576,1.5475850713501687,14.087991958555632,0.005012794410070746,-1.4355042077031939,-0.9616718280023911,1.331043403244405,-0.4461059885140434,-0.8689538517582601,-0.2781651435674074
287216,66.0,11001006600,1909,4.554865424430641,159659.0,89.95859213250517,6.884057971014493,uberX,220.24740992732333,289.5048439181916,1.5741657696447844,14.365238905211072,0.006646565650938667,-1.534935432321746,-1.0218294109451687,2.0864994372555117,-0.40994351214771707,-0.8535250513431567,0.09627803925562571
428320,67.0,11001006700,3775,4.6220633299284986,138292.0,82.08238564569118,15.466262319939347,uberX,219.3565849508932,289.2648648648649,1.5740000000000056,14.306704817879515,0.008813503922301083,-1.2732447785640657,-1.0173324037591562,1.565879244424829,-0.4175783574554368,-0.8673476981276351,0.5929174971022093
244792,68.01,11001006801,1949,16.190944881889763,77348.0,32.1944177093359,64.91819056785371,uberX,276.73896204492644,353.491975650249,1.6164360819037091,13.996901626646011,0.007961861498741788,0.23465539563719448,-0.24312161418393854,0.08094092683821785,-0.45798728067837624,0.02303632927482865,0.3977300120199914
280108,68.02,11001006802,2084,13.232682060390763,105625.0,50.1985002205558,40.097044552271726,uberX,276.1932038083443,347.5170068027211,1.6085600907029487,13.654307608948061,0.007439987433418538,-0.5221970007574701,-0.4410939924572277,0.7699275507289471,-0.5026732482524173,0.014567972938182912,0.2781219658233753
1542829,68.04,11001006804,3670,95.0,,3.091755319148936,92.15425531914893,uberX,339.6879366557988,416.91685912240183,1.6113741339491965,13.445117217823318,0.00237874709381273,1.065144079054043,5.030925018122118,,-0.5299588240409672,0.9997954733415889,-0.8818610809999695
398513,69.0,11001006900,2179,5.679702048417132,114676.0,70.81005586592178,27.79329608938548,uberX,273.7302570455249,354.9585406301824,1.6188501934770607,14.005884174667079,0.00546782664555485,-0.8973658790569149,-0.9465532792907593,0.990460773236108,-0.456815649450549,-0.02364878574302947,-0.1738765416629977
423352,70.0,11001007000,2812,6.378424657534247,112371.0,76.36496885305974,14.25430560644925,uberX,216.47595484768826,273.77777777777777,1.565470085470087,13.56888820163909,0.0066422267994482136,-1.3102000562275444,-0.8997934796965704,0.9342980201835165,-0.5138148580529941,-0.9120455158660901,0.0952836201342445
601671,71.0,11001007100,2911,40.08995502248875,65195.0,35.23238380809595,62.09895052473763,uberX,275.3138685262757,342.2094541477253,1.5943525385054196,13.562920865827103,0.004838192301108081,0.1486904453764491,1.356244014024304,-0.21517444749937215,-0.5145932025681427,0.0009236080732992879,-0.31818211030802807
1368066,72.0,11001007200,2794,10.127531882970743,106000.0,68.236402166235,28.773251707087354,uberX,251.65476731111332,310.19864832633476,1.5510889856876175,12.427071070364764,0.002042299128843199,-0.8674848350006705,-0.6488963422187243,0.7790646580585444,-0.6627468319574363,-0.3661871128743221,-0.9589714154863311
4589042,73.01,11001007301,3012,3.1345826235093694,66094.0,66.90727373681288,26.51304830649639,uberX,564.8920092630494,690.933730005954,1.3214528173794966,2.303102375020303,0.0006563461393467308,-0.9364035045497217,-1.1168773430881807,-0.19326975552788417,-1.9832583221482254,4.494215176918683,-1.2766172618867513
